title,provider,rating,url,level,price,description,skill_tags,duration_weeks,effort_hours,category,language,certificate,enrolled
Research Report: Delivering Insights,"University of California, Davis",4.6,https://www.coursera.org/learn/marketing-research-report,intermediate level,0,this course is part of market research specialization,"['Marketing', 'Advertising', 'Microsoft PowerPoint', 'Data Storytelling', 'Data Synthesis', 'Target Audience', 'Market Analysis', 'Market Research', 'Verbal Communication Skills', 'Customer Insights', 'Presentations']",2.0,6.0,business,english,1,19515.0
Gender Analytics Capstone Project,University of Toronto,4.8,https://www.coursera.org/learn/gender-analytics-capstone,beginner level,5100,this course is part of gender analytics gender equity through inclusive design specialization,"['Diversity and Inclusion', 'Stakeholder Engagement', 'Data Storytelling', 'Analysis', 'Strategic Communication', 'Design Thinking', 'Innovation', 'Change Management', 'Systems Thinking', 'Quantitative Research']",2.0,9.0,business,english,1,2097.0
The 360 Corporation: Tools for Achieving Corporate Purpose,University of Toronto,4.8,https://www.coursera.org/learn/the-360-corporation,beginner level,0,see how all business models create trade offs that impact stakeholders and why it is urgent to address environmental and social challenges,"['Stakeholder Engagement', 'Stakeholder Management', 'Business Transformation', 'Governance', 'Strategic Thinking', 'Environmental Social And Corporate Governance (ESG)', 'Corporate Strategy', 'Leadership']",2.0,8.0,business,english,1,4921.0
"Managing Responsibly: Practicing Sustainability, Responsibility and Ethics",University of Manchester,4.8,https://www.coursera.org/learn/responsible-management,beginner level,0,managers are increasingly confronted with issues of sustainability responsibility and ethics managing responsibly is an integrative approach to sustainability responsibility and ethics which allows you as a manager to deal competently with such challenges this course will facilitate your learning process to engage in changing practices to make them more sustainable responsible and ethically informed we will first introduce the context of the trend towards responsible management practices week 1 we then explore the basics of each set of issues sustainability week 2 responsibility week 3 and ethics week 4 in week 5 you will work on your own responsible management issue task and explore responsible management practices in an area of professional interest e g strategy entrepreneurship innovation organization operations supply chain human resources marketing and communication international management accounting and finance in week 6 we will try to understand and experience what managing responsibly means in practice including opportunities and challenges and with a focus on transformative change during these last two weeks you will work in a problem oriented way based on a challenging topic you have come across in your own management practice in the course we will form multicultural teams to learn about problems you bring forward the course also facilitates the formation of peer networks that allow you to continue this learning experience after finishing the mooc the mooc is an initiative in collaboration with the un supported principles for responsible management education prme initiative overall learning outcomes 1 to provide an introduction to the three constituting fields of managing responsibly sustainability responsibility and ethics 2 to help apply the knowledge and insights gained from these three fields to real life problems in your own setting 3 to identify understand and facilitate individual action that can lead to change at the organisational and system level to act is to move 4 to learn to appreciate and bring together different points of view and negotiate collective solutions to pressing problems who is this mooc for recommended background while this course is primarily designed for executives who want to work on particular responsible management issues and create responsible management practices also advanced business students will find it helpful suggested readings there are no specific required texts however the contents and assignments of this course have been based on the following book which might be helpful as complementary materials laasch oliver and r conway 2014 principles of responsible management global sustainability responsibility and ethics cengage learning mason if you get fully involved in this course and apply the learning guidance and metrics within your own field you ll be an inspiring manager this was a fantastic course to learn responsible management of business the contents was grounded deep in theory and illustrated by sharing experience of many business leaders from a diverse field overall a good course which should make anyone reflect more about these topics which are sometimes left behind comparing to profit objectives of the companies,"['Organizational Change', 'Stakeholder Management', 'Governance', 'Systems Thinking', 'Environmental Social And Corporate Governance (ESG)', 'Intercultural Competence', 'Team Management', 'Team Oriented']",2.0,6.0,business,english,1,40603.0
Qualitative Research,"University of California, Davis",4.7,https://www.coursera.org/learn/qualitative-research,intermediate level,3000,this course is part of market research specialization,"['Research', 'Report Writing', 'Market Research', 'Research Methodologies', 'Recruitment Strategies', 'Recruitment', 'Research Reports', 'Discussion Facilitation', 'Qualitative Research', 'Focus Group']",1.0,5.5,business,english,1,36000.0
"Visionary leadership, identity & motivation: Become a meaning maker",Macquarie University,4.9,https://www.coursera.org/learn/visionary-leadership-meaning-maker,beginner level,2900,this course is part of leading human resource management and leadership specialization,"['Industrial and Organizational Psychology', 'Communication', 'Cultural Responsiveness', 'Strategic Leadership', 'Storytelling', 'Performance Measurement', 'Organizational Leadership', 'Employee Engagement']",2.0,1.0,business,english,1,41928.0
Social Media and Social Content Strategy,Digital Marketing Institute,4.4,https://www.coursera.org/learn/social-media-social-content-strategy,beginner level,5900,this course is part of social media marketing in practice specialization,"['Facebook', 'Customer Engagement', 'Social Media', 'Social Media Strategy', 'Content Strategy', 'Social Media Marketing', 'Social Media Management', 'Content Performance Analysis', 'Paid media', 'Instagram']",1.0,5.5,business,english,1,18696.0
Preparing for Your Retail Customer Service Role,CVS Health,4.2,https://www.coursera.org/learn/preparing-retail-customer-service-role,beginner level,5500,this course is part of cvs health retail customer service professional certificate,"['Keyword Research', 'Communication', 'Professionalism', 'Call Center Experience', 'Customer Service', 'Conflict Management', 'Customer Complaint Resolution', 'Interviewing Skills', 'Verbal Communication Skills']",2.0,5.0,business,english,1,0.0
"Fundamentals of Management, with Goldman Sachs 10,000 Women",Goldman Sachs,4.7,https://www.coursera.org/learn/10k-women-8,beginner level,4000,evaluate effective hiring practices,"['Business Strategy', 'Organizational Structure', 'Employee Performance Management', 'Human Resources Management and Planning', 'Talent Management', 'Delegation Skills', 'People Management', 'Subcontracting']",2.0,4.0,business,english,0,30231.0
Industrial Relations: Fostering Workplace Climate,Coursera Instructor Network,4.8,https://www.coursera.org/learn/industrial-relations-fostering-workplace-climate,beginner level,4800,understand the background and relevance of industrial relations in the workplace,"['Diversity and Inclusion', 'Communication', 'Human Resources', 'Conflict Management', 'Employee Relations', 'Labor Law', 'Compliance Management', 'Employee Engagement', 'Cross-Functional Collaboration']",2.0,3.0,business,english,1,1540.0
Forex - Trading Around the World,Interactive Brokers,4.4,https://www.coursera.org/learn/forex-trading,beginner level,4600,this course is part of practical guide to trading specialization,"['Market Dynamics', 'Equities', 'International Finance', 'Market Analysis', 'Securities Trading', 'Investments', 'Financial Market', 'Order Management', 'Product Knowledge', 'Market Data', 'Profit and Loss (P&L) Management']",1.0,5.5,business,english,1,31474.0
Team Building and Leadership in Program Management,Microsoft,4.1,https://www.coursera.org/learn/team-building-and-leadership,beginner level,4200,this course is part of microsoft program management professional certificate,"['Leadership and Management', 'Teamwork', 'Team Building', 'Communication Strategies', 'Conflict Management', 'Emotional Intelligence', 'Project Management', 'Virtual Teams', 'Intercultural Competence', 'Leadership']",1.0,5.5,business,english,1,2167.0
Creating Infographics with GenAI for Marketing,Coursera Instructor Network,4.3,https://www.coursera.org/learn/creating-infographics-with-genai-for-marketing,intermediate level,2200,evaluate the advantages and limitations of using infographics for communication and process improvement within different organizational contexts,"['Infographics', 'Generative AI', 'Content Creation', 'Data Visualization', 'Technical Communication', 'ChatGPT', 'Target Audience', 'Artificial Intelligence', 'Design Elements And Principles', 'Process Mapping']",2.0,2.0,business,english,1,0.0
Key Concepts in Organizational DE&I,Rice University,4.8,https://www.coursera.org/learn/key-concepts-in-organizational-dei,intermediate level,0,this course is part of organizational leadership in diversity equity inclusion specialization,"['Diversity and Inclusion', 'Organizational Change', 'Cultural Diversity', 'Diversity Awareness', 'Human Resource Policies', 'Business Ethics', 'Diversity Equity and Inclusion Initiatives']",2.0,5.0,business,english,1,3951.0
"Leadership in Multinational, Cross-Cultural Teams","University of California, Davis",4.6,https://www.coursera.org/learn/leadership-in-mulitnational-cross-cultural-teams,intermediate level,0,this course is part of management of multinational and cross cultural teams specialization,"['Diversity and Inclusion', 'Leadership and Management', 'Expectation Management', 'Environmental Issue', 'Decision Making', 'Empowerment', 'Virtual Teams', 'Cultural Sensitivity', 'Team Leadership', 'Leadership']",1.0,5.5,business,english,1,2734.0
Game Developers and Esports Organizations,"University of California, Irvine",4.5,https://www.coursera.org/learn/game-developers-esports-organizations,beginner level,4400,this course is part of esports specialization,"['Branding', 'Competitive Analysis', 'Video Game Development', 'Organizational Structure', 'Brand Management', 'Organizational Strategy', 'Entrepreneurial Finance', 'Team Management', 'Game Design']",2.0,4.0,business,english,1,8271.0
Protecting Business Innovations via Trademark,The Hong Kong University of Science and Technology,4.8,https://www.coursera.org/learn/protect-business-innovations-trademark,beginner level,5700,this course is part of protecting business innovation specialization,"['Registration', 'Legal Strategy', 'Commercial Laws', 'Business Strategy', 'E-Commerce', 'Lawsuits', 'Legal Proceedings', 'Innovation', 'Brand Management', 'Intellectual Property', 'Global Marketing', 'Case Law']",2.0,9.0,business,english,1,9845.0
What's Your Big Idea?,The University of North Carolina at Chapel Hill,4.6,https://www.coursera.org/learn/big-ideas,beginner level,5600,whether your interest lies in solving the world s biggest problems creating the next commercial success or addressing something closer to home this course will give you a toolbox to vet your ideas and test them in the real world it was an eye opener for me and it has broaden my mind on entrepreneurship and what it entails very good course and the professors explained the material very well thanks great online course really learned some new technics others got refreshed looking forward to start my own venture using this course as the first buildingstone,"['Ideation', 'Business Strategy', 'Competitive Analysis', 'Resource Management', 'Innovation', 'Product Development', 'User Feedback', 'Customer Insights', 'Entrepreneurship', 'Presentations', 'Creative Thinking']",1.0,5.5,business,english,1,17925.0
Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois Urbana-Champaign,4.8,https://www.coursera.org/learn/corporate-commercial-law-part1,intermediate level,6000,identify the elements required to form a valid contract,"['Certified Public Accountant', 'Commercial Laws', 'Organizational Structure', 'Legal Writing', 'Contract Management', 'Sales', 'Regulation and Legal Compliance', 'Business', 'Bankruptcies', 'Labor Law']",2.0,6.0,business,english,1,59651.0
Advanced SHRM Competencies and Knowledge,Board Infinity,3.9,https://www.coursera.org/learn/advanced-shrm-competencies-and-knowledge,intermediate level,2900,this course is part of shrm certified professional shrm cp exam prep specialization,"['Communication', 'Human Resources', 'Ethical Standards And Conduct', 'Strategic Leadership', 'Talent Acquisition', 'Innovation', 'Human Resource Strategy', 'HR Tech', 'Organizational Effectiveness']",2.0,6.0,business,english,1,2129.0
Customer Insights: New Product Development Orientation,University of Illinois Urbana-Champaign,4.4,https://www.coursera.org/learn/customer-insights-orientation,beginner level,2700,understand management processes and market research forecasting methods firms can utilize for faster and more effective innovation development,"['Customer Analysis', 'Needs Assessment', 'Business Research', 'Customer experience strategy (CX)', 'Persona Development', 'Analysis', 'Design Thinking', 'Consumer Behaviour', 'User Research', 'Customer Insights']",1.0,5.5,business,english,1,17438.0
"Be a Leader, Develop a Leader",Case Western Reserve University,4.8,https://www.coursera.org/learn/be-a-leader,beginner level,0,this course is part of inspired leadership specialization,"['Personal Development', 'Strategic Leadership', 'Relationship Building', 'Professional Development', 'People Development', 'Employee Coaching', 'Goal Setting', 'Leadership', 'Organizational Leadership', 'Coaching']",2.0,8.0,business,english,1,6573.0
Wharton Business Foundations Capstone,University of Pennsylvania,4.6,https://www.coursera.org/learn/wharton-capstone,beginner level,5200,this course is part of business foundations specialization,"['New Business Development', 'Marketing Strategies', 'Peer Review', 'Product Development', 'Strategic Thinking', 'Marketing Planning', 'Entrepreneurship', 'Business', 'Business Planning', 'Business Analysis']",2.0,5.0,business,english,1,11986.0
"Program Management: Execution, Stakeholders & Governance",SkillUp EdTech,4.9,https://www.coursera.org/learn/program-management-execution-stakeholders-governance,beginner level,0,this course is part of multiple programs learn more,"['Stakeholder Engagement', 'Program Management', 'Team Building', 'Governance', 'Communication Strategies', 'Project Management Institute (PMI) Methodology', 'Financial Planning', 'Budgeting', 'Resource Management']",1.0,5.5,business,english,1,1604.0
Stakeholder Relations and Reporting,Microsoft,4.9,https://www.coursera.org/learn/stakeholder-relations-and-reporting,beginner level,2300,this course is part of microsoft public relations and communications associate professional certificate,"['Marketing and Public Relations', 'Stakeholder Communications', 'Data Visualization', 'Business Reporting', 'Strategic Communication', 'Community Outreach', 'Media Relations', 'Research Reports', 'Public Relations']",2.0,6.0,business,english,1,0.0
Introduction to Artificial Intelligence,University of Illinois Urbana-Champaign,4.6,https://www.coursera.org/learn/intro-to-artificial-intelligence,beginner level,5800,the course develops ai innovation scalability and thought leadership fostering expertise in generative ai business strategy and ethics,"['Unsupervised Learning', 'Regression Analysis', 'Deep Learning', 'Emerging Technologies', 'Machine Learning Algorithms', 'Computer Vision', 'Business Analytics', 'Data Ethics', 'Artificial Neural Networks']",2.0,6.0,business,english,1,8439.0
Impact from Digital Transformation: Full course,EIT Digital,4.6,https://www.coursera.org/learn/digital-transformation-impact,beginner level,3000,this course is about what you can do when everything around you seems to be moving due to digital change it is about how to handle the disruptive process that tends to unfold in the industry nowadays due to digitalisation the way to handle this is what is here referred to as digital transformation and at the core of it it is about understanding how the new business landscape is evolving and heading for a new position in that landscape it is about corporate strategy amazing course excellent prof blomgren it opened my mind and simply i can say now i understand digital transformation era very useful course providing a good inside on the changes happening in the current ecosystem and how we should adapt to them great teaching thought provoking and made easy accessible to working people like me,"['Technology Strategies', 'Business Strategy', 'Digital Transformation', 'Organizational Change', 'Business Transformation', 'Decision Making', 'Innovation', 'Predictive Modeling', 'Corporate Strategy']",2.0,7.0,business,english,1,6918.0
Be entrepreneurial in Cultural Industries in the digital age,Sciences Po,4.1,https://www.coursera.org/learn/entrepreneurial-culture-digital-age,beginner level,5500,travers son fil pdagogique riche d interviews d experts et de cours d enseignants le mooc entreprendre dans les industries culturelles l re du numrique propos par l cole d affaires publiques de sciencespo et le ministre de la culture invite dcouvrir les cls de l entrepreunariat culturel l aune du monde numrique suivre la chane de valeur de l entreprise culturelle conduit aborder successivement la prsentation du secteur des industries culturelles ic dans ses grandes lignes les caractristiques des publics et les tendances de consommation la question de la cration des contenus sera aborde aussi sous l angle de ses enjeux conomiques et financiers toute structuration d entreprise requiert une organisation propre aux entreprises dites des industries culturelles les thmes de la promotion la diffusion et la distribution des biens culturels seront galement une des cls de votes de la vision globale de l entreprise culturelle dans ce monde numris ce cours est compos de cours donn par des enseignants et de tmoignages d experts les enseignants et les professionnels emma archer matre de confrences sciences po en affaires publiques et la sorbonne karen autret directrice du spiil dialogue avec amlie de ronseray jean christophe baillie fondateur de novaquark tonj bakang fondateur d afrostream et part time director chez the family alexander barclay digital policy and innovation pour l etat de genve laurence barone directrice adjointe chez relais culture europe valrie laure bnabou professeure de droit l universit aix marseille lorenzo benedetti fondateur du studio bagel pierre jean benghozi membre du collge de l arcep franoise benhamou professeure d conomie universit paris 13 frdric bereyziat dga unifrance laurent bizot fondateur de no format christian bombrun vice prsident marketing entertainment and digital services chez orange stphane bossuet directeur de artenreel adeline braescu kerlan responsable incubateur des politiques publiques sciences po pascal brunet directeur chez relais culture europe dominique cardon medialab sciences po marion carr fondatrice de ask mona vincent carry crateur de arty farty camille caubrire co fondatrice de guestviews clothilde chalot co fondatrice de nomadmusic philippe chantepie inspecteur gnral au ministre de la culture jean baptiste clais conservateur au muse du louvre enseignant mi affaires publiques sciences po olivier cohen directeur des editions l olivier rachel cordier directeur de agec culture nicolas colin directeur the family coline debayle ceo d artips romain delaume interview crite pour le projet d artagnans anas del bono co auteure de le financement participatif culturel lisa doby cci alize doumerc co fondatrice de guestviews florent dumont directeur des tudes et du marketing antenne de ftv emmanuel durand matre de confrence sciences po fondateur du parcours innovation sociale scoiencespo louis fleuret french tech pascal foy responsable mission d entreprises chez audiens gilles freissinier arte isabelle giordano journaliste david godevais conseiller culture la mairie de paris emily gonneau fondatrice de nagency et unicum eric hainaut expert comptable chez com com steven hearn prsident de scintillo xavier lardoux directeur du centre national du cinma luc de larminat directeur d opale guillaume leblanc dg de snep laurence le ny vp start up content chez orange carole le rendu professeure associe en mrh audencia laure leroy directrice des editions zulma nicolas lesur prsident de unilend jean christophe levassor directeur de la condition publique sbastien loubry business development and communication director du fonds d investissement axa strategic venture thierry mandon directeur gnral de rollin publications andr manoukian fondateur de muzeek guillaume marchal co auteur de le financement participatif culturel marion mazauric fondatrice de la maison d dition au diable vauvert david michel ceo et founder de cottonwood et marathon media pascal ngre fondateur de np ex directeur d universal julien neuville fondateur de nouvelles ecoutes eric petrotto ceo de dood et 1dlab jacqueline pacaud commission europenne wladimir pandolfo senior warner music et professeur sciences po paris nicolas parpex senior investment director bpifrance investissement bruno patino directeur ditorial d arte et directeur de l cole de journalisme de sciences po catherine peyrot responsable de plateforme incubation chez lincc guillaume pfister directeur marketing france deezer guillaume proust expert comptable et commissaire aux comptes la compagnie fiduciaire bruno racine ex prsident de la bnf amlie de ronseray directrice du dveloppement et des partenariats de artips pauline rouer enseignante sciences po paris alexandre rovetto entrepreneur cecilie de saint venant directrice de la communication de la marque et du mcnat chambord eric scherer directeur de l innovation de france tlvisions valrie senghor ex directrice du dveloppement et de l innovation au centquatre christine sinapi directrice acadmique et du dveloppement pdagogique burgundy school of business romain slitine matre de confrence et fondateur du parcours innovation sociale sciencespo alain sussfeld dg de ugc franois taddei directeur du cri julie zerbib inpi prrequis ce mooc est un cours qui s adresse un public large il traite des questions et enjeux lis l entrepreneuriat culturel l re du numrique il ne ncessite aucun prrequis plan du cours sance 0 apprhender les contours des industries culturelles sance 1 cerner les grands enjeux conomiques des ic et le potentiel entrepreunarial sance 2 observer les mutations des consommations culturelles sance 3 saisir la reconfiguration des contenus et de la cration sance 4 penser le modle de son entreprise sance 5 actionner les bons leviers de financements sance 6 promouvoir diffuser distribuer les biens culturels aux publics sance 7 de l entrepreneur au dirigeant d entreprise la bote outils de l entrepreneuriat culturel valuation un section qcm est propose en fin de mooc equipe pdagogique emma archer alexander barclay franoise benhamou anas del bono florence botello adeline braescu kerlan guillaume pfister amlie de ronseray thomas scaramuzza charlotte khouri ple audiovisuel sciences po conditions d utilisation conditions d utilisation du contenu du cours droits rservs licence restrictive la production relve de la proprit intellectuelle de son auteur et ne peut donc pas tre rutilise conditions d utilisation des contenus produits par les participants droits rservs licence restrictive la production relve de la proprit intellectuelle de son auteur et ne peut donc pas tre rutilise partenaires ministre de la culture ecole d affaires publiques de sciencespo paris,"['Content Creation', 'Target Audience', 'Organizational Structure', 'Consumer Behaviour', 'Promotional Strategies', 'Entrepreneurial Finance', 'Intellectual Property', 'Entrepreneurship', 'Business', 'Digital Content']",1.0,5.5,business,french,1,4385.0
Systems Engineering and Program Management,University of Colorado Boulder,4.9,https://www.coursera.org/learn/systems-engineering-and-program-management,beginner level,4100,this course is part of introduction to systems engineering specialization,"['Earned Value Management', 'Design Reviews', 'Scope Management', 'Cost Management', 'Engineering Management', 'Risk Management', 'Project Management', 'Failure Analysis', 'Project Controls', 'Work Breakdown Structure']",2.0,6.0,business,english,1,2519.0
Working with the Media,University of Colorado Boulder,4.5,https://www.coursera.org/learn/working-with-the-media,beginner level,4500,this course is part of introduction to public relations and the media specialization,"['Branding', 'Press Releases', 'Strategic Communication', 'Storytelling', 'Crisis Management', 'Communication Strategies', 'Media Relations', 'Corporate Communications', 'Public Relations']",2.0,8.0,business,english,1,8342.0
GST - Genesis and imposition!,PwC India,4.5,https://www.coursera.org/learn/gst-genesis-and-imposition,beginner level,4100,this course is part of pwc gst taxation executive professional certificate,"['Registration', 'Regulatory Compliance', 'Tax Laws', 'Tax', 'Financial Services', 'Sales Tax', 'Supply Management', 'Invoicing', 'Tax Compliance']",1.0,5.5,business,english,1,9333.0
People Analytics,University of Pennsylvania,4.6,https://www.coursera.org/learn/wharton-people-analytics,beginner level,3000,this course is part of business analytics specialization,"['Workforce Planning', 'Network Analysis', 'Performance Measurement', 'Human Resource Strategy', 'Talent Management', 'People Analytics', 'Staff Management', 'Organizational Effectiveness', 'Performance Analysis']",2.0,8.0,business,english,1,147071.0
Capstone Course: Start Up Your Fintech Future,University of Cape Town,4.4,https://www.coursera.org/learn/startup-fintech-capstone,beginner level,3100,this course is part of fintech startups in emerging markets specialization,"['Customer Analysis', 'Market Opportunities', 'Proposal Development', 'Market Research', 'Business Modeling', 'Entrepreneurship', 'Financial Regulation', 'Presentations', 'Business Planning', 'Business Analysis']",1.0,5.5,business,english,1,2593.0
Accounting Analysis II: Measurement and Disclosure of Liabilities,University of Illinois Urbana-Champaign,4.6,https://www.coursera.org/learn/accounting-analysis-2-liabilities,intermediate level,0,this course is part of financial reporting specialization,"['Financial Reporting', 'Financial Statement Analysis', 'Accounts Payable', 'International Financial Reporting Standards', 'Balance Sheet', 'Accruals', 'Accounting', 'Financial Accounting', 'Lease Contracts']",3.0,6.5,business,english,1,11934.0
Marketing Analytics,University of Virginia,4.7,https://www.coursera.org/learn/uva-darden-market-analytics,beginner level,4700,how to build and define a brand architecture and how to measure the impact of marketing efforts on brand value over time,"['Marketing', 'Marketing Effectiveness', 'Data-Driven Decision-Making', 'A/B Testing', 'Resource Allocation', 'Consumer Behaviour', 'Return On Investment', 'Brand Management', 'Strategic Marketing']",1.0,5.5,business,english,1,349036.0
HRCI Human Resource Associate Professional Certificate,HRCI,4.8,https://www.coursera.org/professional-certificates/hrci-human-resource-associate,beginner level,4800,launch your career in human resources in this program youll learn in demand skills for a career as an human resource associate no degree or prior experience needed coursera s 2024 learners first award winner,"['Training and Development', 'Talent Acquisition', 'Human Resource Policies', 'Compensation Strategy', 'Performance Appraisal', 'Business Continuity Planning', 'Risk Management', 'Recruitment']",3.0,6.5,business,english,1,104107.0
Coaching Practices,"University of California, Davis",4.8,https://www.coursera.org/learn/coaching-practices,beginner level,5700,this course is part of coaching skills for managers specialization,"['Communication', 'Performance Management', 'Accountability', 'Management Training And Development', 'Constructive Feedback', 'Key Performance Indicators (KPIs)', 'Goal Setting', 'People Management', 'Coaching']",2.0,6.0,business,english,1,30457.0
"Business Analysis Mastery: Planning, Skills, and Perspective",Starweaver,4.6,https://www.coursera.org/learn/business-analysis-mastery-planning-skills-and-perspective,intermediate level,6000,this course is part of certified business analysis professional cbap specialization,"['Business Process Management', 'Agile Methodology', 'Information Management', 'Requirements Analysis', 'Business Consulting', 'Business Intelligence', 'Business Planning', 'Business Analysis']",2.0,5.0,business,english,1,3756.0
Elevate Team Productivity with Crew AI,Coursera Instructor Network,5.0,https://www.coursera.org/learn/elevate-team-productivity-with-crew-ai,intermediate level,2300,analyze the core concepts and benefits of crew ai in enhancing team productivity and workflow automation,"['Productivity Software', 'Decision Making', 'Solution Design', 'Automation', 'Agentic systems', 'Market Data', 'Workforce Management', 'Business Process Automation', 'Workflow Management', 'Process Improvement']",2.0,2.0,business,english,1,0.0
Conflict Transformation,Emory University,4.8,https://www.coursera.org/learn/conflict-transformation,beginner level,0,this course introduces you to the concept of conflict transformation and how it differs from conflict resolution management and prevention we ll see how conflict offers opportunities for constructive change and we ll explore different tools and methods for engaging conflict constructively regardless of your familiarity with the topic you ll get insightful tips portable handouts lively demonstrations and personalized assignments to bridge and enhance your own knowledge and history within the conflict narrative in any area of your life you ll benefit from the practical techniques and transferable information offered throughout this five week journey the course was awesome and i benefited a lot by learning a lot about conflict and conflict resolutions am looking forward to undertaking another course it was a fabulous course it has helped me know more about myself and my way of dealing with situations the weekly readings were very enriching videos were very helpful this is one of the best courses ever the tools and knowledge i have acquired will help me deal with a lot of issues thanks a thousand times,"['Communication', 'Active Listening', 'Empathy', 'Adaptability', 'Mediation', 'Conflict Management', 'Self-Awareness', 'Collaboration', 'Emotional Intelligence']",2.0,6.0,business,english,1,47429.0
"Fundamentals of Leadership, with Goldman Sachs 10,000 Women",Goldman Sachs,4.7,https://www.coursera.org/learn/10k-women-3,beginner level,2000,examine your leadership style and analyze how your leadership style affects your business,"['Leadership and Management', 'Business Leadership', 'Business Strategy', 'Strategic Leadership', 'Visionary', 'Goal Setting', 'Entrepreneurship', 'Culture Transformation', 'Organizational Leadership', 'Leadership']",2.0,3.0,business,english,0,31365.0
Additive Manufacturing,University of Michigan,4.7,https://www.coursera.org/learn/additive-manufacturing-3d-printing,beginner level,3900,this course is part of digital technologies and the future of manufacturing specialization,"['Risk Analysis', 'Digital Transformation', 'Business Transformation', 'Cost Benefit Analysis', 'Emerging Technologies', 'Strategic Partnership', 'Industrial Engineering', 'Manufacturing and Production']",1.0,5.5,business,english,1,6901.0
External Communications Channels,"University of California, Irvine",4.6,https://www.coursera.org/learn/external-communications-channels,beginner level,4700,this course is part of corporate communications specialization,"['Branding', 'Stakeholder Communications', 'Target Audience', 'Media Relations', 'Brand Management', 'Customer Communications Management', 'Corporate Communications', 'Marketing Communications', 'Public Relations']",2.0,7.0,business,english,1,0.0
Applying Data Analytics in Accounting,University of Illinois Urbana-Champaign,4.7,https://www.coursera.org/learn/applying-data-analytics-accounting,intermediate level,2300,this course is part of business analytics specialization,"['Blockchain', 'Robotic Process Automation', 'Auditing', 'Text Mining', 'Data Visualization', 'Internal Auditing', 'Accounting', 'Financial Auditing', 'Business Process Automation', 'Natural Language Processing']",1.0,5.5,business,english,1,8859.0
Introduction to Risk Management,Corporate Finance Institute,4.9,https://www.coursera.org/learn/risk-management-introduction,beginner level,3500,this course is part of preparatory certificate in finance and financial markets specialization,"['Risk Analysis', 'Banking', 'Business Risk Management', 'Enterprise Risk Management (ERM)', 'Operational Risk', 'Risk Management', 'Governance Risk Management and Compliance', 'Risk Mitigation']",2.0,5.0,business,english,1,2746.0
Designing the Organization,University of Illinois Urbana-Champaign,4.7,https://www.coursera.org/learn/designing-organization,beginner level,4000,this course is part of multiple programs learn more,"['Organizational Change', 'Business Management', 'Organizational Structure', 'Business Strategies', 'Decision Making', 'Innovation', 'Systems Thinking', 'Organizational Strategy', 'Growth Strategies']",2.0,8.0,business,english,1,62681.0
Leadership in 21st Century Organizations,Copenhagen Business School,4.8,https://www.coursera.org/learn/leadership-21st-century,beginner level,3800,meet jim barton the new ceo of santa monica aerospace jim s job won t be easy the company s hemorrhaging cash struggling to regain investors trust after an accounting scandal and striving to transform its culture to become a more global competitor in this course you ll travel with jim as he takes on leadership challenges ranging from strategy execution to inspiring people to maintaining an ethical approach experts agree that twentieth century leadership practices are inadequate for the stormy twenty first century present this provocative course equips you with the insights you ll need to rise with the occasion of a rapidly shifting business landscape the course is based on a book harder than i thought adventures of a 21st century leader by robert d austin richard l nolan and shannon o donnell published by harvard business review press purchase of the book is optional if you want more information about the book or wish to buy it see https hbr org product harder than i thought adventures of a twenty first an 10332 hbk eng or http www amazon com harder than thought adventures twenty first dp 1422162591 after taking the course you ll be able to o enact your own personal leadership approach derived from your ongoing evaluation of how jim barton has handled his leadership situation as well as from established leadership concepts and frameworks o avoid leadership actions that might have worked in the past but are not suited to a newly challenging 21st century world o navigate treacherous new 21st century leadership challenges such as greater reliance on specialized workers or the need to respond to external scrutiny in an increasingly transparent world and many more o avoid slippery slope ethical failures and think more clearly about the separation between public and private life for a 21st century leader this is a must take course for anyone considering a position of leadership even if you think you know everything you will find yourself taking notes and reflecting a lot after each module very good course learnt innovation leading team corporate culture managing crisis and so many things which will help in my daily profeesional life thank you corsera and cbs exceelent course by all means so much was there in the course that it has changed my perspective of looking at leadership challenges in the coming century full marks to the course designer,"['Communication', 'Business Leadership', 'Business Transformation', 'Governance', 'Crisis Management', 'Innovation', 'Change Management', 'Organizational Strategy', 'Culture Transformation', 'Organizational Leadership']",4.0,7.0,business,english,1,95563.0
Introduction to Management Consulting,Emory University,4.8,https://www.coursera.org/learn/introduction-to-management-consulting,beginner level,4800,this course is part of management consulting specialization,"['Consultative Approaches', 'Business Management', 'Analysis', 'Business Strategies', 'Client Services', 'Decision Making', 'Complex Problem Solving', 'Business Consulting', 'Management Consulting']",2.0,6.0,business,english,1,40865.0
Innovating with the Business Model Canvas,University of Virginia,4.6,https://www.coursera.org/learn/uva-darden-innovation-business-model-canvas,beginner level,5200,this course is part of entrepreneurship growing your business specialization,"['Business Strategy', 'Lean Methodologies', 'Market Opportunities', 'Design Thinking', 'Resource Allocation', 'Value Propositions', 'Business Process', 'Strategic Partnership', 'Product Management']",2.0,3.0,business,english,1,14419.0
