title,provider,rating,url,level,price,description,skill_tags,duration_weeks,effort_hours,category,language,certificate,enrolled
Introduction to Chemistry: Reactions and Ratios,Duke University,4.7,https://www.coursera.org/learn/intro-chemistry,beginner level,0,this is an introductory course for students with limited background in chemistry basic concepts involved in chemical reactions stoichiometry the periodic table periodic trends nomenclature and chemical problem solving will be emphasized with the goal of preparing students for further study in chemistry as needed for many science health and policy professions this course reinforced the basics of chemistry that i had already learned in chemistry while also giving me to gain more in depth information from the teacher s videos fantastic course videos were informative at were conducted at a steady pace a good introduction to chemistry especially for people who are new to the subject it is a wonderful course for middle school students a first course in chemistry for the gifted students who will do ap chemistry not suitable for adult learners who need an advanced introduction,"['Physics', 'Laboratory Research', 'Systems Of Measurement', 'Chemistry', 'Algebra', 'Engineering Calculations', 'Scientific Methods', 'General Science and Research']",2.0,18.0,Physical Science and Engineering,english,1,132432.0
Fundamentals of Materials Science,Shanghai Jiao Tong University,4.7,https://www.coursera.org/learn/fundamentals-of-materials-science,intermediate level,3600,materials are the physical foundations for the development of science and technology the human civilizations are historically designated by the evolution of materials such as the stone age the bronze age and the iron age nowadays materials science and technology support most of the industrial sectors including aerospace telecommunications transportation architecture infrastructure and so on fundamentals of materials science is a core module for undergraduates majored in materials science and engineering this english course will be taught by prof guo qiang prof reddy and prof liu jing from shanghai jiao tong university an integrated approach of combining metallic ceramic and polymeric materials will be adopted in this course for the attendants to attain a deep understanding on the correlation of composition microstructure processing and properties in materials science let s gather in this course and explore the wonderland of materials together course content is very crisp and easy to understand i am very grateful to learn by international great teachers everything goes smoothly great course with basic to advance and clear all doubt thanks this was the best way to learn about the fundamentals of materials science,"['Thermal Management', 'Semiconductors', 'Failure Analysis', 'Manufacturing Processes', 'Chemistry', 'Physical Science', 'Engineering', 'Mechanics', 'Physics']",2.0,6.0,Physical Science and Engineering,english,1,15596.0
Safety in the Utility Industry,University at Buffalo,4.7,https://www.coursera.org/learn/safety-utility-industry,beginner level,2200,this course is part of energy production distribution safety specialization,"['Energy and Utilities', 'Occupational Safety and Health Administration (OSHA)', 'Health And Safety Standards', 'Environmental Regulations', 'Fall Protection', 'Fire And Life Safety', 'First Aid']",2.0,1.0,Physical Science and Engineering,english,1,40567.0
"Industry 4.0: PLM, Value Chain, and Smart Factory",L&T EduTech,4.4,https://www.coursera.org/learn/industry-4-plm-value-chain-and-smart-factory,intermediate level,5500,this course is part of digital technology in manufacturing specialization,"['Augmented Reality', 'Automation', 'Internet Of Things', 'Predictive Modeling', 'Robotic Process Automation', 'Manufacturing and Production', 'Enterprise Resource Planning', 'Product Lifecycle Management']",2.0,7.0,Physical Science and Engineering,english,1,2219.0
Kalman Filter Boot Camp (and State Estimation),University of Colorado System,4.9,https://www.coursera.org/learn/kalman-filter-boot-camp-state-estimation,intermediate level,3600,this course is part of applied kalman filtering specialization,"['Control Systems', 'Matlab', 'Statistical Modeling', 'Time Series Analysis and Forecasting', 'Simulation and Simulation Software', 'Linear Algebra', 'Mathematical Modeling', 'Applied Mathematics']",2.0,6.0,Physical Science and Engineering,english,1,1681.0
The Basics of Rocket Science,University of Michigan,4.9,https://www.coursera.org/learn/basics-of-rocket-science,beginner level,4600,this course is part of rocket science 101 specialization,"['Engineering Analysis', 'Chemical Engineering', 'Chemistry', 'Mathematical Modeling', 'Engineering', 'Mechanical Engineering', 'Physics', 'Applied Mathematics']",1.0,5.5,Physical Science and Engineering,english,1,3289.0
Sustainability through Soccer: Systems-Thinking in Action,University of Virginia,4.1,https://www.coursera.org/learn/sustainability-through-soccer,beginner level,3200,this course takes learners on a journey through a progression of systems thinking and sustainability concepts using the beautiful game of soccer also known as football in many parts of the world as an analogy we ll work together to illuminate real world interdependencies such as between climate change and human rights building the chain of concepts in a fun accessible way soccer football nerds and newbies alike will be entertained and ultimately rewarded with the epiphanies that come from seeing in systems more clearly those who complete the course will create examples of systems parts boundaries and behaviors related to sustainability and soccer football practice evaluating the sustainability of systems they care about using several complementary methods generate ideas to improve the sustainability of a system they care about and explain a mindset shift that would enhance the sustainability of a system they care about the course was an eye opener it also gave me methods that i can use to understand very complex systems i have enjoyed doing the course its is different and informative as well thank you very easy to understand though some examples took time as i belong to a different cultural background,"['Adaptability', 'Program Evaluation', 'Environmental Issue', 'Creative Thinking', 'Visionary', 'Decision Making', 'Resilience', 'Cognitive flexibility', 'Systems Thinking', 'Innovation']",3.0,5.0,Physical Science and Engineering,english,1,5105.0
Internet of Things: Setting Up Your DragonBoard Development Platform,University of California San Diego,4.2,https://www.coursera.org/learn/internet-of-things-dragonboard,beginner level,2800,do you want to develop skills to prototype mobile enabled products using state of the art technologies in this course you will build a hardware and software development environment to guide your journey through the internet of things specialization courses we will use the dragonboard 410c single board computer sbc this is the first in a series of courses where you will learn both the theory and get the hands on development practice needed to prototype internet of things products this course is suitable for a broad range of learners this course is for you if you want to develop hands on experience with mobile technologies and the internet you want to pivot your career towards the design and development of internet of things enabled products you are an entrepreneur innovator or member of a diy community learning goals after completing this course you will be able to 1 configure at least one integrated development environment ide for developing software 2 make use of git adb and fastboot to flash multiple os and repair bricked boards 3 install android 5 1 lollipop and linux based on ubuntu 4 create compile and run a hello world program 5 describe the dragonboard 410c peripherals i o expansion capabilities compute cpu and graphics capabilities and connectivity capabilities excelente curso para aprender sobre la dragonboard y su programacin very good course it has a decent mix of theory and practice to dive into the board s specifics very helpful to learn this course and ahead this will more help,"['Mobile Development', 'Web Servers', 'System Programming', 'Software Installation', 'Embedded Software', 'Peripheral Devices', 'Development Environment', 'Operating Systems', 'Application Development']",2.0,6.0,Physical Science and Engineering,english,1,15114.0
Science and Engineering of Climate Change,EDHEC Business School,4.8,https://www.coursera.org/learn/science-and-engineering-of-climate-change,beginner level,0,this course is part of climate change and sustainable investing specialization,"['Energy and Utilities', 'Physics', 'Systems Of Measurement', 'Environmental Engineering', 'Environmental Science', 'Environmental Issue', 'Mathematical Modeling', 'Engineering', 'Scientific Methods', 'Environment']",2.0,9.0,Physical Science and Engineering,english,1,11896.0
Foundational Sustainability Skills & Competencies,Arizona State University,4.3,https://www.coursera.org/learn/sustainability-skills-and-competencies,beginner level,2400,this course is part of sustainability analyst fundamentals specialization,"['Sustainability Reporting', 'Plan Execution', 'Drive Engagement', 'Business Analysis', 'Contract Management', 'Interactive Learning', 'Peer Review', 'Policy Development', 'Report Writing']",1.0,5.5,Physical Science and Engineering,english,1,1645.0
Physics 101 - Rotational Motion and Gravitation,Rice University,4.8,https://www.coursera.org/learn/physics-101-rotational-motion-gravitation,intermediate level,3400,this course is part of introduction to mechanics specialization,"['Calculus', 'Trigonometry', 'Geometry', 'Mathematical Modeling', 'Algebra', 'Applied Mathematics', 'Mechanics', 'Physics', 'Torque (Physics)']",3.0,6.5,Physical Science and Engineering,english,1,7208.0
"Act on Climate: Steps to Individual, Community, and Political Action",University of Michigan,4.8,https://www.coursera.org/learn/act-on-climate,beginner level,2200,identify individual community and political actions you can engage in to effectively address and respond to climate change,"['Energy and Utilities', 'Community Organizing', 'Persuasive Communication', 'Mitigation', 'Nutrition and Diet', 'Social Sciences', 'Environmental Science', 'Environmental Policy', 'Environmental Issue', 'Advocacy']",2.0,6.0,Physical Science and Engineering,english,1,20454.0
"Cities, Climate and Change: Pathways and Opportunities",Lund University,4.8,https://www.coursera.org/learn/cities-climate-and-change,beginner level,2800,increased knowledge on climate neutral and sustainable cities as well as the role of transformative skills and capacities,"['Collaboration', 'Research', 'Mitigation', 'Governance', 'Strategic Partnership', 'Social Justice', 'Innovation', 'Environmental Science', 'Environmental Policy', 'Environmental Resource Management', 'Environment']",3.0,7.0,Physical Science and Engineering,english,1,0.0
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Georgia Institute of Technology,4.8,https://www.coursera.org/learn/motion-and-kinetics,beginner level,5200,this course is an advanced study of bodies in motion as applied to engineering systems and structures we will study the dynamics of rigid bodies in 3d motion this will consist of both the kinematics and kinetics of motion kinematics deals with the geometrical aspects of motion describing position velocity and acceleration all as a function of time kinetics is the study of forces acting on these bodies and how it affects their motion recommended background to be successful in the course you will need to have mastered basic engineering mechanics concepts and to have successfully completed my course entitled engineering systems in motion dynamics of particles and bodies in 2d motion we will apply many of the engineering fundamentals learned in those classes and you will need those skills before attempting this course suggested readings while no specific textbook is required this course is designed to be compatible with any standard engineering dynamics textbook you will find a book like this useful as a reference and for completing additional practice problems to enhance your learning of the material the copyright of all content and materials in this course are owned by either the georgia tech research corporation or dr wayne whiteman by participating in the course or using the content or materials whether in whole or in part you agree that you may download and use any content and or material in this course for your own personal non commercial use only in a manner consistent with a student of any academic course any other use of the content and materials including use by other academic universities or entities is prohibited without express written permission of the georgia tech research corporation interested parties may contact dr wayne whiteman directly for information regarding the procedure to obtain a non exclusive license excellence course to get real time practically problems solving with enjoyment and easily quick understand it was a great course and lecturer i learned a lot the best part of the course is that it shows the fundamentals and that leads us to solve the more complex problems very good course and teaching with practical examples is very good if possible provide the reference book which can be included in c,"['Differential Equations', 'Advanced Mathematics', 'Calculus', 'Engineering Analysis', 'Trigonometry', 'Linear Algebra', 'Mechanical Engineering', 'Engineering', 'Applied Mathematics', 'Mechanics', 'Physics', 'Torque (Physics)']",2.0,6.0,Physical Science and Engineering,english,1,36676.0
Physics 102 - Magnetic Fields and Faraday's Law,Rice University,4.8,https://www.coursera.org/learn/physics-102-magnetic-fields-faradays-law,intermediate level,5700,this course is part of introduction to electricity and magnetism specialization,"['Calculus', 'Engineering Analysis', 'Basic Electrical Systems', 'Trigonometry', 'Electrical Engineering', 'Applied Mathematics', 'Engineering Calculations', 'Mechanics', 'Physics', 'Torque (Physics)']",3.0,6.5,Physical Science and Engineering,english,1,4490.0
Sustainability Challenges for the Planet and Employers,Arizona State University,4.5,https://www.coursera.org/learn/sustainability-challenges-for-planet-and-employers,beginner level,5800,this course is part of sustainability analyst fundamentals specialization,"['Sustainability Reporting', 'Key Performance Indicators (KPIs)', 'Interactive Learning', 'Peer Review', 'Corporate Sustainability', 'Environmental Social And Corporate Governance (ESG)']",1.0,5.5,Physical Science and Engineering,english,1,1626.0
Engineering of Structures: Tension and Compression,Dartmouth College,4.6,https://www.coursera.org/learn/engineering-of-structures-tension-and-compression,beginner level,3900,this course is part of the engineering of structures around us specialization,"['Engineering Analysis', 'Simulation and Simulation Software', 'Construction', 'Structural Engineering', 'Engineering Calculations', 'Mechanics', 'Civil Engineering']",1.0,5.5,Physical Science and Engineering,english,1,1547.0
Kinematics: Describing the Motions of Spacecraft,University of Colorado Boulder,4.9,https://www.coursera.org/learn/spacecraft-dynamics-kinematics,advanced level,3500,this course is part of spacecraft dynamics and control specialization,"['Differential Equations', 'Advanced Mathematics', 'Linear Algebra', 'Numerical Analysis', 'Mathematical Modeling', 'Applied Mathematics', 'Engineering Calculations', 'Mechanics', 'Physics']",3.0,6.5,Physical Science and Engineering,english,1,26128.0
Geographical Information Systems - Part 1,École Polytechnique Fédérale de Lausanne,3.5,https://www.coursera.org/learn/gis-1,beginner level,4300,this course is organized into two parts presenting the theoretical and practical foundations of geographic information systems gis together theses courses constitute an introduction to gis and require no prior knowledge by following this introduction to gis you will quickly acquire the basic knowledge required to create spatial databases and produce high quality maps and cartographic representations this is a practical course and is based on free open source software including qgis if you study or work in the fields of land management or the analysis of geographically distributed objects such as land use planning biology public health ecology or energy then this course is for you in this first part of the course we will focus on the digitization and the storage of geodata in particular you will learn to characterize spatial objects and or phenomena territory modeling with respect to their position in space through coordinate systems projections and spatial relationships and according to their intrinsic nature object vector mode vs image raster mode about the different means used to acquire spatial data including direct measurement georeferencing images digitization existing data source etc about the different ways in which geodata can be stored notably files and relational databases how to use data modeling tools to describe and create a spatial database to query and analyze data using sql a common data manipulation language the second part of this course will focus on methods of spatial analysis and geodata representation in this section you will learn how to describe and quantify the spatial properties of discrete variables for example through spatial autocorrelation to work with continuous variables in particular we will look at sampling strategies how to construct contour lines and isovalue curves and we will explore different interpolation methods to use digital elevation models and create their derivative products i e slope orientation how to evaluate the interaction between different types of geodata through overlay and interaction techniques how to create effective maps based around the rules of graphic semiology finally we will also explore other increasingly common forms of spatial representation such as interactive web mapping and 3d representations you can find an interactive forum for course participants on our facebook page https www facebook com moocsig this course helps me a lot in putting things i knew in the unprofessional or crude way into a more organized professional manner if you are looking to learn the basis of gis this is what you need it will help me for my career development thanks coursera,"['Spatial Analysis', 'Databases', 'Global Positioning Systems', 'NoSQL', 'Geographic Information Systems', 'Relational Databases', 'Data Storage', 'Data Modeling', 'Spatial Data Analysis', 'SQL', 'GIS Software']",3.0,9.333333333333334,Physical Science and Engineering,english,1,26925.0
Materials Data Sciences and Informatics,Georgia Institute of Technology,4.5,https://www.coursera.org/learn/material-informatics,intermediate level,5100,this course aims to provide a succinct overview of the emerging discipline of materials informatics at the intersection of materials science computational science and information science attention is drawn to specific opportunities afforded by this new field in accelerating materials development and deployment efforts a particular emphasis is placed on materials exhibiting hierarchical internal structures spanning multiple length structure scales and the impediments involved in establishing invertible process structure property psp linkages for these materials more specifically it is argued that modern data sciences including advanced statistics dimensionality reduction and formulation of metamodels and innovative cyberinfrastructure tools including integration platforms databases and customized tools for enhancement of collaborations among cross disciplinary team members are likely to play a critical and pivotal role in addressing the above challenges machine learning part and its application to material science was interesting but informative contents like material dev eco system and whole week 1 was more informative than logical the course is nice and useful but is very tough you require a good knowledge of statistics computation and material science to make it through it excellent experience it engages my knowledge broadly about data science in materials thank you,"['Data Science', 'Information Management', 'Data Processing', 'Engineering Analysis', 'Chemical Engineering', 'Data Integration', 'Data Mining', 'Manufacturing Processes', 'Big Data', 'Innovation']",2.0,9.0,Physical Science and Engineering,english,1,18605.0
MOS Transistors,Columbia University,4.6,https://www.coursera.org/learn/mosfet,beginner level,6000,please note this version of the course has been formed from an earlier version which was actively run by the instructor and his teaching assistants some of what is mentioned in the video lectures and the accompanying material regarding logistics book availability and method of grading may no longer be relevant to the present version neither the instructor nor the original teaching assistants are running this version of the course there will be no certificate offered for this course learn how mos transistors work and how to model them the understanding provided in this course is essential not only for device modelers but also for designers of high performance circuits i come from electrical engineering background i found the material in the course very insightful and easy to follow this is the best lecture avaliable on internet the whole lecture are well designed and and explained sir please provide lectures on analog circuit design concept words can not describe the level of quality this course have a must for all microelectronics engineers,"['Differential Equations', 'Calculus', 'Electronic Components', 'Electrical Engineering', 'Simulation and Simulation Software', 'Semiconductors', 'Mathematical Modeling', 'Electronics', 'Electronics Engineering']",2.0,6.0,Physical Science and Engineering,english,0,43199.0
Our Earth's Future,American Museum of Natural History,4.7,https://www.coursera.org/learn/earth-climate-change,beginner level,0,our earth s future is about the science of climate change and how to talk about it you will learn from scientists in the fields of climatology oceanography earth science and anthropology who study how climate change is affecting people populations and ways of life explore the multiple lines of evidence for the human induced climate change that is happening today and consider what that means for the future of our planet at the end of this course you will be able to understand key scientific principles identify and address misconceptions and contribute confidently to conversations about climate change really good course with useful information and case studies introduced new concepts that i was unfamiliar with however a few of the lectures were a bit tedious and difficult to concentrate on that was really interesting and useful i am studying master of geological ecology and that s helping me to understand better a lots of phenomens thank you so much for sharring this valuable subject i will be able to talk and eduacte studients that i get to teach in my clases and in my natural tours in costa rica,"['Natural Resource Management', 'Water Resources', 'Simulation and Simulation Software', 'Scientific Visualization', 'Physical Science', 'Environmental Issue', 'Anthropology', 'Scientific Methods']",2.0,8.0,Physical Science and Engineering,english,1,39244.0
Introduction to Complexity Science,"Nanyang Technological University, Singapore",4.6,https://www.coursera.org/learn/complexity,beginner level,5700,this course explores the features of complexity science our world is connected by an abundance of complex systems across all levels of organizations from physical biological world to the social world we may think of the connectivity between individual elements and how they interact and influence each other for example how humans transmit pandemics within a group how cars interact in the traffic system and how networks connect in governmental organizations although these systems are diverse and different they have surprisingly huge features in common in the past several decades the study of complexity science has been increasing it is widely acknowledged that an innovative integrated and analytical way of thinking is essential for understanding the complex issues in the human societies in this course we will aim to give everyone a comprehensive introduction of the complex systems to talk about the resilience robustness and sustainability of the systems and to learn basic mathematical methods for complex system analysis for example regime shifts and tipping points the agent based modelling the dynamic and network theories most importantly we will implement the theories into practical applications of cities and health to help students gain practice in complex systems way of thinking i preferred more projects to be added in the program the course provides an easy approach to a laymen to being exposed to the study of complexity science this broadens and opens up insights to learning a lot of really interesting detail that you don t get in many other courses around complexity i particularly liked learning about soup of groups,"['Forecasting', 'Network Analysis', 'Jupyter', 'Social Sciences', 'Trend Analysis', 'Policy Analysis', 'Mathematical Modeling', 'Systems Thinking', 'Applied Mathematics', 'Simulations']",2.0,6.0,Physical Science and Engineering,english,1,6704.0
Internet of Things V2: Setting up and Using Cloud Services,University of California San Diego,4.6,https://www.coursera.org/learn/internet-of-things-cloud-services-version2,beginner level,0,this course is part of internet of things and ai cloud specialization,"['Cloud Computing', 'Cloud Computing Architecture', 'Embedded Systems', 'Cloud Services', 'Internet Of Things', 'Linux', 'Embedded Software', 'Command-Line Interface', 'Cloud Infrastructure']",3.0,5.333333333333333,Physical Science and Engineering,english,1,15768.0
Introduction to Molecular Spectroscopy,University of Manchester,4.7,https://www.coursera.org/learn/spectroscopy,intermediate level,2100,the course introduces the three key spectroscopic methods used by chemists and biochemists to analyse the molecular and electronic structure of atoms and molecules these are uv visible infra red ir and nuclear magnetic resonance nmr spectroscopies the content is presented using short focussed and interactive screencast presentations accompanied by formative quizzes to probe understanding of the key concepts presented numerous exercises are provided to facilitate mastery of each topic a unique virtual spectroscopic laboratory is made available to enable students to measure and analyse spectra online assessment is via summative quizzes completed during the course period some of the questions had wrong answers in the system and hence the actual marks shown is not reflective of the exam please see to it that the system has correct answers the course was wholesome and informative i covered the mathematical and theoretical aspects of spectroscopy the quiz questions provided the practice needed for understanding the concepts this course helped me to further understand the principle behinds the 3 main spectroscopic techniques uv vis ir and nmr which is very beneficial for my future career working in a lab environment,"['Quantitative Research', 'Engineering Analysis', 'Biochemistry', 'Vibrations', 'Chemistry', 'Virtual Reality', 'Engineering, Scientific, and Technical Instruments', 'Laboratory Experience', 'Physics']",1.0,5.5,Physical Science and Engineering,english,1,67277.0
Techniques of Design-Oriented Analysis,University of Colorado Boulder,4.7,https://www.coursera.org/learn/techniques-of-design-oriented-analysis,intermediate level,5100,this course is part of modeling and control of power electronics specialization,"['Control Systems', 'Matlab', 'Engineering Analysis', 'Electronic Systems', 'Electrical Engineering', 'Simulation and Simulation Software', 'Power Electronics', 'Technical Design', 'Electronics']",1.0,5.5,Physical Science and Engineering,english,1,3359.0
Cutting-edge Technology in Air Conditioning System,L&T EduTech,4.9,https://www.coursera.org/learn/cutting-edge-technology-in-air-conditioning-system,intermediate level,5300,this course is part of design of ventilation air conditioning system for buildings specialization,"['Control Systems', 'Building Codes', 'Energy and Utilities', 'Equipment Design', 'Mechanical Design', 'HVAC', 'Mechanical Engineering', 'Engineering Calculations', 'Thermal Management', 'Environmental Monitoring']",2.0,3.0,Physical Science and Engineering,english,1,0.0
Digital Signal Processing 1: Basic Concepts and Algorithms,École Polytechnique Fédérale de Lausanne,4.5,https://www.coursera.org/learn/dsp1,intermediate level,2500,this course is part of digital signal processing specialization,"['Algorithms', 'Advanced Mathematics', 'Telecommunications', 'Electrical and Computer Engineering', 'Time Series Analysis and Forecasting', 'Mathematical Modeling', 'Applied Mathematics', 'Electronics']",3.0,6.5,Physical Science and Engineering,english,1,55405.0
The Discovery of the Higgs Boson,The University of Edinburgh,4.7,https://www.coursera.org/learn/the-discovery-of-the-higgs-boson,intermediate level,3200,discuss fundamental building blocks of the standard model explore quantum mechanics and special relativity describe elementary particle physics,"['Advanced Mathematics', 'Research', 'Simulation and Simulation Software', 'Mechanics', 'Scientific Visualization', 'Mathematical Modeling', 'Scientific Methods', 'Physics']",3.0,8.333333333333334,Physical Science and Engineering,english,1,1660.0
Internet of Things Capstone: Build a Mobile Surveillance System,University of California San Diego,3.7,https://www.coursera.org/learn/internet-of-things-capstone,beginner level,5100,in the capstone project for the internet of things specialization you will design and build your own system that uses at least 2 sensors at least 1 communication protocol and at least 1 actuator you will have a chance to revisit and apply what you have learned in our courses to achieve a robust practical and or fun filled project we absolutely encourage you to design whatever you can think up this is your chance to be creative or to explore an idea that you have had but if you don t have your own idea we provide the description of a surveillance system for you to build we will participate in the capstone with you by building a surveillance system that features an off grid solar powered workstation that will serve as a hub to multiple surveillance sensors you will be able to demonstrate the knowledge and skills you have gained in this course through delivery of industry appropriate documents such as system design documents and unit test reports additionally you will be asked to describe and show case your project as a short video presentation appropriate for demonstrating your knowledge and technical communication skills learning goals after completing this capstone you will be able to 1 design systems using mobile platforms you will gain experience in documenting and presenting designs 2 develop systems that interface multiple sensors and actuators to the dragonboard 410c system and develop the necessary software to create a fully functional system 3 specify unit tests and system tests run tests and prepare test reports as are commonly done by those working in this industry 4 gain experience and feedback in making technical presentations,"['Mobile Development', 'Unit Testing', 'Systems Integration', 'System Design and Implementation', 'Technical Communication', 'Software Design Documents', 'Software Documentation', 'System Testing']",2.0,4.0,Physical Science and Engineering,english,1,1658.0
Global Warming I: The Science and Modeling of Climate Change,The University of Chicago,4.6,https://www.coursera.org/learn/global-warming,beginner level,5400,this class describes the science of global warming and the forecast for humans impact on earth s climate intended for an audience without much scientific background but a healthy sense of curiosity the class brings together insights and perspectives from physics chemistry biology earth and atmospheric sciences and even some economicsall based on a foundation of simple mathematics algebra a detailed and really knowledgable course the course structure and the knowledge shared by prof david made learning simple and interesting the assignments are also very well structured absolutely first class imo there is no teaching capability nor course materials that will exceed those of this course if you want to learn the science of global warming do take this course eye opening course interesting content easily explained concepts and fantastic practice materials highly recommend this course to start creating conscience on issues affecting us all,"['Energy and Utilities', 'Biology', 'Mitigation', 'Economics', 'Data Collection', 'Environment', 'Environmental Science', 'Chemistry', 'Mathematical Modeling', 'Simulations', 'Physics', 'Environmental Monitoring']",4.0,7.0,Physical Science and Engineering,english,1,68459.0
The Diversity of Exoplanets,University of Geneva,4.7,https://www.coursera.org/learn/exoplanets,intermediate level,2200,you will explore the different ways of detecting and characterising exoplanets,"['Research', 'Quantitative Research', 'Scientific Visualization', 'Physical Science', 'Chemistry', 'Mathematical Modeling', 'Simulations', 'Scientific Methods', 'Physics']",3.0,8.0,Physical Science and Engineering,english,1,2010.0
Communications and High-Speed Signals with Raspberry Pi,Johns Hopkins University,4.8,https://www.coursera.org/learn/communications-and-high-speed-signals-with-raspberry-pi,beginner level,3500,this course is part of raspberry pi projects specialization,"['Telecommunications', 'Electronic Components', 'Hardware Troubleshooting', 'Digital Communications', 'Hardware Architecture', 'Debugging', 'Electronics']",3.0,6.333333333333333,Physical Science and Engineering,english,1,1881.0
AI for Autonomous Vehicles and Robotics,University of Michigan,4.4,https://www.coursera.org/learn/ai-for-autonomous-vehicles-and-robotics,intermediate level,3500,this course is part of ai for mechanical engineers specialization,"['Computer Vision', 'Algorithms', 'Artificial Intelligence and Machine Learning (AI/ML)', 'Machine Learning', 'Reinforcement Learning', 'Machine Learning Methods', 'Machine Learning Algorithms', 'Deep Learning']",2.0,6.0,Physical Science and Engineering,english,1,1993.0
Introduction to Biology: Evolution,Rice University,4.9,https://www.coursera.org/learn/introduction-to-biology-evolution,beginner level,2000,this course is part of introduction to biology ecology evolution biodiversity specialization,"['Research', 'Molecular Biology', 'Biology', 'Life Sciences', 'Microbiology', 'Taxonomy', 'Scientific Methods', 'Anatomy']",1.0,5.5,Physical Science and Engineering,english,1,5133.0
BIM Coordination,L&T EduTech,4.8,https://www.coursera.org/learn/bim-coordination,intermediate level,5500,this course is part of building smarter bim in practice specialization,"['Architectural Engineering', 'Augmented and Virtual Reality (AR/VR)', 'Engineering Analysis', 'Technical Standard', 'Autodesk Revit', 'Building Information Modeling', 'Visualization (Computer Graphics)']",1.0,5.5,Physical Science and Engineering,english,1,2303.0
Modeling and Control of Single-Phase Rectifiers and Inverters,University of Colorado Boulder,4.6,https://www.coursera.org/learn/modeling-and-control-of-single-phase-rectifiers-and-inverters,intermediate level,5500,this course is part of modeling and control of power electronics specialization,"['Control Systems', 'Matlab', 'Electric Power Systems', 'Electronic Systems', 'Electrical Engineering', 'Simulation and Simulation Software', 'Power Electronics', 'Electrical Power', 'Mathematical Modeling']",1.0,5.5,Physical Science and Engineering,english,1,7865.0
Statistical Mechanics: Algorithms and Computations,École normale supérieure,4.8,https://www.coursera.org/learn/statistical-mechanics,beginner level,5200,in this course you will learn a whole lot of modern physics classical and quantum from basic computer programs that you will download generalize or write from scratch discuss and then hand in join in if you are curious but not necessarily knowledgeable about algorithms and about the deep insights into science that you can obtain by the algorithmic approach brilliant course lots of advanced material pretty much exceptional way of teaching the difficulty is just right appreciate the effort of the team a very interesting course with a lot of hands on examples this course had very engaging assignments and very insightful algorithms to learn enjoyed the rigour and the learning of the course,"['Algorithms', 'Sampling (Statistics)', 'Programming Principles', 'Numerical Analysis', 'Integral Calculus', 'Computational Logic', 'Statistical Programming', 'Markov Model', 'Applied Mathematics', 'Simulations', 'Physics']",3.0,7.666666666666667,Physical Science and Engineering,english,0,38265.0
MV Substation - An industrial approach (PART-A),L&T EduTech,4.9,https://www.coursera.org/learn/mv-substation-an-industrial-approach-part-a,intermediate level,0,this course is part of a practitioner s approach to power distribution automation specialization,"['Control Systems', 'High Voltage', 'Low Voltage', 'Design Specifications', 'Schematic Diagrams', 'Technical Standard', 'Three-Phase', 'Electrical Safety', 'Control Panels', 'Electrical Power', 'Wiring Diagram']",1.0,5.5,Physical Science and Engineering,english,1,5556.0
Sensors and Sensor Circuit Design,University of Colorado Boulder,4.6,https://www.coursera.org/learn/sensors-circuit-interface,advanced level,3900,this course is part of embedding sensors and motors specialization,"['Embedded Systems', 'Electronic Components', 'Schematic Diagrams', 'Hardware Design', 'Embedded Software', 'Development Environment', 'Electrical Wiring', 'Debugging', 'Thermal Management', 'Electronics']",2.0,25.0,Physical Science and Engineering,english,1,55650.0
BIM Application for Engineers,National Taiwan University,4.7,https://www.coursera.org/learn/bim-application,intermediate level,2200,in order to effectively reach the goal of learning students will get familiar with the model building process the second module of the course will be on how to use autodesk revit to build bim models we will use an example case and guide students to build a 6 story bim model from the cad drawings step by step then in the following three modules we will introduce three essential bim applications one by one in each module namely clash detection quantity takeoff and 4d simulation we will use autodesk revit and navisworks to build our bim models in this course it was best to study this course along with the first part of this course bim fundamentals for engineers thanks the only thing which i found problematic was not availability of right files to start work on course is very informative i knew nothing about bim previously but after attending this course i am now very much confident,"['3D Modeling', 'Autodesk', 'Autodesk Revit', 'Data Integration', 'Simulation and Simulation Software', 'Building Information Modeling', 'Construction Estimating', 'Construction Management']",2.0,18.0,Physical Science and Engineering,english,1,50571.0
Design for Additive Manufacturing,Arizona State University,4.9,https://www.coursera.org/learn/design-for-additive-manufacturing,intermediate level,3700,this course is part of additive manufacturing specialization,"['Design Specifications', 'Engineering Design Process', 'Manufacturing Processes', 'Production Process', 'Prototyping', 'Design', 'Decision Support Systems', 'Cost Estimation', 'Design Strategies']",2.0,7.0,Physical Science and Engineering,english,1,2076.0
"Our Earth: Its Climate, History, and Processes",University of Manchester,4.7,https://www.coursera.org/learn/our-earth,beginner level,2000,develop a greater appreciation for how the air water land and life formed and have interacted over the last 4 5 billion years an excellent course it size me at perfeccion becouse i am an bioclimatic architect and i need to know how the climate work this has proved to be a very useful course for me thank the team who put all the content togetherdr manojkumar p devneassociate professors p college pune 411030maharashtra india my ba 45 years ago is major in geography and geology i am very happy to re visit many of the topics with the new discoveries and theories and presentation of them in modern technology,"['Biology', 'Water Resources', 'Environmental Science', 'Physical Science', 'Chemistry', 'Mathematical Modeling', 'Simulations', 'Scientific Methods', 'Environment']",1.0,5.5,Physical Science and Engineering,english,1,32492.0
